phone,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score Count,Score Recent,Score Max,Score Min,Score Average,Score StdDev,Grade A Count,Grade B Count,Grade C Count,Not Yet Graded,P Count,Z Count,,,,,
2129299677,SMITHFIELD HALL,MANHATTAN,W 25TH ST,10001,American,22,22,27,4,18.45454545,7.366121114,5,0,0,0,0,4,,,,,
2129299691,PETER MCMANUS CAFE,MANHATTAN,7 AVENUE,10011,Irish,60,13,63,2,36.1,20.83811696,10,0,13,0,1,0,,,,,
2129299699,LA COLOMBE,MANHATTAN,VANDAM ST,10013,Caf̩/Coffee/Tea,5,0,9,0,4,4.636809248,4,0,0,0,0,0,,,,,
2129299883,55 BAR,MANHATTAN,CHRISTOPHER STREET,10014,American,33,17,21,14,17.27272727,2.672460562,0,17,0,0,0,0,,,,,
2129299888,TUE THAI FOOD,MANHATTAN,GREENWICH AVENUE,10014,Thai,36,13,28,5,13.83333333,4.239272175,14,0,1,0,0,0,,,,,
2129299998,GO GO THAI,MANHATTAN,WEST   19 STREET,10011,Thai,16,12,25,6,13.4375,7.0613384,9,0,0,0,0,0,,,,,
2129301940,PLAYSTATION THEATER,MANHATTAN,BROADWAY,10036,American,14,8,45,2,28.5,17.90895779,4,0,7,0,0,0,,,,,
2129310663,GROM,MANHATTAN,GREENWICH ST,10007,"Ice Cream, Gelato, Yogurt, Ices",2,13,13,13,13,0,2,0,0,0,0,0,,,,,
2129320068,MANHATTAN DINER,MANHATTAN,BROADWAY,10025,American,4,5,7,2,4.75,2.061552813,4,0,0,0,0,0,,,,,
2129320300,STARBUCKS,MANHATTAN,BROADWAY,10025,Caf̩/Coffee/Tea,21,10,18,8,12.85714286,3.320929302,9,3,0,0,0,0,,,,,
2129320600,FRIEDMAN'S,MANHATTAN,AMSTERDAM AVE,10027,American,5,10,10,8,9.2,1.095445115,5,0,0,0,0,0,,,,,
2129320833,MAKE MY CAKE,MANHATTAN,ST NICHOLAS AVENUE,10026,Bakery,20,12,25,11,15.15,5.20399644,10,4,0,0,0,0,,,,,
2129322100,TOM'S DELICIOUS PIZZA,MANHATTAN,BROADWAY,10027,Pizza,12,7,17,2,10.25,5.029458673,8,0,0,0,0,0,,,,,
2129322105,ABSOLUTE BAGELS,MANHATTAN,BROADWAY,10025,Bagels/Pretzels,13,21,24,9,17.30769231,6.263447073,6,0,0,0,0,0,,,,,
2129322400,AYURVEDA CAFE,MANHATTAN,AMSTERDAM AVENUE,10025,Indian,22,7,22,5,15.45454545,6.382470582,9,0,0,0,0,0,,,,,
2129323030,P & S DELI GROCERY,MANHATTAN,COLUMBUS AVENUE,10025,American,21,10,26,9,19.9047619,6.737245445,7,7,0,0,0,0,,,,,
2129323300,OLLIE'S CHINESE RESTAURANT,MANHATTAN,BROADWAY,10025,Chinese,15,16,40,16,30.86666667,9.71645634,0,5,0,0,0,0,,,,,
2129323377,ZHONG HUA RESTAURANT,MANHATTAN,W 100TH ST,10025,Chinese,7,12,38,11,22.85714286,14.17072771,4,0,0,0,0,0,,,,,
2129323500,PISTICCI RESTAURANT,MANHATTAN,LA SALLE STREET,10027,Italian,20,10,36,8,20.4,11.51840632,10,0,0,0,0,0,,,,,
2129327566,ALMANAC,MANHATTAN,7 AVENUE SOUTH,10014,French,6,7,10,7,8.666666667,1.366260102,6,0,0,0,0,0,,,,,
2129327722,KOKO WINGS,MANHATTAN,W 106TH ST,10025,Chicken,21,10,27,10,19.95238095,6.651888382,7,4,0,0,0,0,,,,,
2129328706,NEW AROMA,MANHATTAN,WEST  125 STREET,10027,Chinese,12,12,14,5,11.08333333,3.028901191,7,2,0,0,0,0,,,,,
2129329390,WEST PLACE TAKE OUT,MANHATTAN,AMSTERDAM AVE,10027,Chinese,18,12,35,8,23.77777778,9.979717994,5,0,0,0,0,0,,,,,
2129329636,POPEYES LOUISIANA KITCHEN/DUNKIN DONUTS,MANHATTAN,WEST  125 STREET,10027,Chicken,28,11,27,7,16.64285714,6.600865744,11,0,0,0,0,0,,,,,
2129330113,Gasoline Alley Coffee,MANHATTAN,E 23RD ST,10010,Caf̩/Coffee/Tea,2,5,5,0,2.5,3.535533906,1,0,0,0,0,0,,,,,
2129330113,Gasoline Alley Coffee,MANHATTAN,GRAND ST,10013,Caf̩/Coffee/Tea,4,5,10,2,5,3.464101615,4,0,0,0,0,0,,,,,
2129330113,Gasoline Alley Coffee,MANHATTAN,LAFAYETTE STREET,10012,Caf̩/Coffee/Tea,10,5,46,2,21.1,21.48617126,6,0,0,0,0,0,,,,,
2129330159,DUNKIN' DONUTS,MANHATTAN,W 36TH ST,10018,Donuts,9,10,21,10,16.77777778,5.118050844,4,0,0,0,0,0,,,,,
2129330486,VIVE LA CREPE,MANHATTAN,COLUMBUS AVENUE,10023,Caf̩/Coffee/Tea,8,15,15,5,11.75,4.527692569,3,2,0,0,0,0,,,,,
2129330592,THE CRAFTSMAN,MANHATTAN,BROADWAY,10027,American,5,13,37,13,27.4,13.14534138,0,0,0,2,0,0,,,,,
2129330629,TIVOLI CAFE,MANHATTAN,3RD AVE,10010,American,10,7,38,7,31.8,13.07074766,2,0,0,0,0,0,,,,,
2129330707,CARBONE,MANHATTAN,THOMPSON STREET,10012,Italian,17,12,35,7,20.35294118,11.69904471,8,0,0,0,0,0,,,,,
2129330757,LA PULPERIA,MANHATTAN,2ND AVE,10028,Spanish,7,9,18,9,13.71428571,4.191828786,4,0,0,0,0,0,,,,,
2129330912,BABYLON,MANHATTAN,EAST   34 STREET,10016,Turkish,15,26,26,9,16.2,8.316936249,8,0,0,0,0,0,,,,,
2129330913,FIVE MILE STONE,MANHATTAN,2ND AVE,10028,American,23,12,57,7,29.95652174,22.37587634,6,0,9,0,0,0,,,,,
2129330971,THE POKESPOT,MANHATTAN,4TH AVE,10003,Asian,2,10,10,10,10,0,2,0,0,0,0,0,,,,,
2129331080,LE BARATIN,MANHATTAN,GREENWICH AVE,10011,French,25,12,45,6,24.56,13.91066737,9,0,0,0,0,0,,,,,
2129331506,BARLEYCORN,MANHATTAN,PARK PL,10007,American,11,12,23,9,14.81818182,5.455605958,8,0,0,0,0,0,,,,,
2129331663,EMPANADAS MONUMENTAL,MANHATTAN,AMSTERDAM AVE,10027,Spanish,21,22,22,9,15.33333333,5.969366242,6,0,0,0,0,0,,,,,
2129331740,SPRINKLES ICE CREAM,MANHATTAN,Lexington Ave,10065,"Ice Cream, Gelato, Yogurt, Ices",16,7,43,4,16.5625,14.27804258,7,0,3,0,0,0,,,,,
2129334342,VIVE LA CREPE,MANHATTAN,COLUMBUS AVE,10024,French,10,11,15,5,11.4,3.596294389,6,0,0,0,0,0,,,,,
2129334361,THE CIBO,MANHATTAN,W 38TH ST,10018,Delicatessen,4,22,22,22,22,0,0,0,0,4,0,0,,,,,
2129334587,MEZETTO,MANHATTAN,ALLEN STREET,10002,Mediterranean,29,12,29,9,16.48275862,7.008263947,15,0,0,0,0,0,,,,,
2129334630,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,WEST   43 STREET,10036,Donuts,21,13,24,9,14.9047619,6.081979628,13,0,0,0,0,0,,,,,
2129334632,BEN & JERRY'S,MANHATTAN,W. 44TH STREET,10036,"Ice Cream, Gelato, Yogurt, Ices",19,7,24,3,15.47368421,7.010852073,8,0,0,0,0,0,,,,,
2129334780,THE ELK,MANHATTAN,CHARLES ST,10014,American,21,9,34,4,19.33333333,10.99242163,11,0,0,0,0,0,,,,,
2129334853,HARNEY & SONS TEA,MANHATTAN,BROOME STREET,10013,Caf̩/Coffee/Tea,24,7,25,7,17.20833333,7.265039374,8,5,0,0,0,0,,,,,
2129335300,DBGB KITCHEN & BAR,MANHATTAN,BOWERY,10003,French,13,12,22,10,15.38461538,4.664376728,9,0,0,0,0,0,,,,,
2129339733,PRIME AT THE BENTLEY,MANHATTAN,EAST   62 STREET,10065,Jewish/Kosher,29,16,39,7,23.31034483,11.79619626,9,2,0,0,0,0,,,,,
2129339736,INTELLIGENTSIA COFFEE,MANHATTAN,10 AVENUE,10011,Caf̩/Coffee/Tea,24,18,22,4,15.5,5.493078649,9,0,0,0,0,0,,,,,
2129341100,TASZO COFFEE,MANHATTAN,EDWARD M MORGAN PLACE,10032,American,17,12,19,0,12.94117647,4.709970651,8,0,0,0,0,0,,,,,
2129351433,AUGUST,MANHATTAN,Lexington Ave,10065,American,11,6,23,2,14.63636364,7.446780879,4,0,0,0,0,0,,,,,
2129351866,STARBUCKS,MANHATTAN,EAST  57 STREET,10022,Caf̩/Coffee/Tea,11,2,24,2,14.54545455,10.87532654,5,0,0,0,0,0,,,,,
2129352002,USAGI,MANHATTAN,EAST   49 STREET,10017,Japanese,30,4,27,4,20.9,6.369918529,4,10,0,0,0,0,,,,,
2129352080,BELMORA PIZZA & RESTAURANT,MANHATTAN,EAST   57 STREET,10022,Pizza,25,8,48,7,20.08,13.74748462,10,0,0,0,0,0,,,,,
2129353400,GLAZE TERIYAKI GRILL,MANHATTAN,LEXINGTON AVENUE,10022,Asian,24,4,24,4,15.83333333,6.404255831,13,0,0,0,0,0,,,,,
2129353434,FRESCO,MANHATTAN,EAST   52 STREET,10022,Italian,11,27,27,11,18.81818182,7.871698442,6,0,0,0,0,0,,,,,
2129353785,THE SEA FIRE GRILL,MANHATTAN,EAST   48 STREET,10017,American,14,10,28,7,16.92857143,7.898045383,7,0,0,0,0,0,,,,,
2129357000,BELLA ROMA PIZZA,MANHATTAN,E 57TH ST,10022,Pizza,11,8,20,8,14.72727273,4.734784242,5,0,0,0,0,0,,,,,
2129358500,GOURMET PARK,MANHATTAN,EAST   60 STREET,10022,Delicatessen,27,27,27,13,21.62962963,4.691630421,3,12,0,0,0,0,,,,,
2129359100,BISTRO VENDOME,MANHATTAN,EAST   58 STREET,10022,French,9,9,12,2,8.666666667,3.082207001,7,0,0,0,0,0,,,,,
2129359361,THE WORLD BAR,MANHATTAN,UNITED NATIONS PLAZA,10017,American,16,7,24,5,17.375,7.347335118,4,4,0,0,0,0,,,,,
2129370100,AVRA MADISON ESTIATORIO,MANHATTAN,E 60TH ST,10022,Greek,2,10,10,10,10,0,2,0,0,0,0,0,,,,,
2129374245,HECHO EN DUMBO,MANHATTAN,BOWERY,10012,Mexican,23,5,21,5,15.73913043,5.171753626,8,0,0,0,0,0,,,,,
2129377279,WILMER HALE,MANHATTAN,WORLD TRADE CENTER,10007,American,5,11,11,2,8.4,3.714835124,5,0,0,0,0,0,,,,,
2129378910,BIRRERIA (EATALY),MANHATTAN,5 AVENUE,10010,Italian,10,12,12,6,9,2,9,0,0,0,0,0,,,,,
2129378914,2BEANS,MANHATTAN,8TH AVE,10019,Caf̩/Coffee/Tea,3,8,15,8,12.66666667,4.041451884,1,0,0,0,0,0,,,,,
2129378914,2BEANS,MANHATTAN,AMSTERDAM AVE,10024,Caf̩/Coffee/Tea,1,8,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
2129378914,2BEANS,MANHATTAN,PARK AVE S,10010,Caf̩/Coffee/Tea,3,8,9,9,9,0,3,0,0,0,0,0,,,,,
2129380400,CRUMBS BAKE SHOP,MANHATTAN,W 42ND ST,10036,Bakery,1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
2129381333,CAFE B'WAY 46,MANHATTAN,W 46TH ST,10036,American,32,26,26,7,17.53125,5.764095626,8,4,0,0,0,6,,,,,
2129386950,PANERA BREAD,MANHATTAN,WEST   40 STREET,10018,American,30,13,49,7,24.56666667,16.81682928,11,0,0,0,0,0,,,,,
2129394521,TOWER'S CAFE,MANHATTAN,LENOX AVENUE,10037,American,30,20,31,7,19.93333333,7.895582935,10,0,4,0,0,0,,,,,
2129399306,TIO LUCA,MANHATTAN,MALCOLM X BLVD,10037,Spanish,17,26,26,6,17.41176471,6.892557794,4,3,0,0,0,0,,,,,
2129399383,SWEET MAMA'S SOUL FOOD,MANHATTAN,LENOX AVENUE,10037,Soul Food,28,10,30,9,18.21428571,7.828519291,11,0,0,0,0,0,,,,,
2129399404,HARLEM PUBLIC RESTAURANT,MANHATTAN,BROADWAY,10031,American,15,11,25,5,16.93333333,6.463818715,4,2,0,0,0,0,,,,,
2129399443,SOLOMON & KUFF'S RUM HOUSE,MANHATTAN,12TH AVE,10027,Caribbean,7,18,18,10,13.85714286,3.891382421,0,3,0,0,0,0,,,,,
2129399577,LAS AMERICAS BAKERY,MANHATTAN,BROADWAY,10031,Bakery,9,22,52,22,38.66666667,15.8113883,0,4,0,0,0,0,,,,,
2129399688,THE EDGE,MANHATTAN,EDGECOMBE AVE,10030,Caf̩/Coffee/Tea,4,12,12,5,10.25,3.5,4,0,0,0,0,0,,,,,
2129399797,RESTAURANTE LA LIBERTAD,MANHATTAN,BROADWAY,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",38,12,33,11,19.07894737,7.747297973,11,6,0,0,0,0,,,,,
2129402737,FRESCOS PIZZERIA,MANHATTAN,W 187TH ST,10033,Pizza,19,22,25,5,15.52631579,7.486049404,6,0,0,0,0,0,,,,,
2129402952,FIFTH DINING,MANHATTAN,5 AVENUE,10022,American,11,10,20,2,12.81818182,5.510320895,8,0,0,0,0,0,,,,,
2129404080,CAFE SFA,MANHATTAN,5 AVENUE,10022,American,22,13,21,8,15.18181818,4.531754245,11,0,0,0,0,0,,,,,
2129404577,SNAKS (AT SAKS),MANHATTAN,5 AVENUE,10022,American,22,4,32,4,16.45454545,10.52311412,11,0,0,0,0,0,,,,,
2129407099,KMR,MANHATTAN,MADISON AVE FL 1ST,10022,American,7,12,13,6,9.714285714,3.498298906,7,0,0,0,0,0,,,,,
2129408195,PERRINE,MANHATTAN,EAST   61 STREET,10065,American,16,12,24,10,14.3125,5.827735409,12,0,0,0,0,0,,,,,
2129410100,GREECOLOGIES,MANHATTAN,BROOME ST,10013,Greek,9,13,22,0,14.44444444,8.094922963,5,0,0,0,0,0,,,,,
2129410109,GIRELLO,MANHATTAN,NORTH MOORE STREET,10013,Italian,6,5,12,5,10.5,2.738612788,6,0,0,0,0,0,,,,,
2129410142,WALKER'S RESTAURANT,MANHATTAN,NORTH MOORE STREET,10013,American,14,5,12,5,9.5,3.131723536,7,0,0,0,0,0,,,,,
2129410772,LUCKY STRIKE,MANHATTAN,GRAND ST,10013,American,11,21,21,4,16.63636364,6.070794467,2,0,0,0,0,0,,,,,
2129410911,GOLDEN UNICORN GOURMET,MANHATTAN,E. BROADWAY,10002,Chinese,41,14,53,5,20.68292683,13.63531999,7,8,0,0,1,0,,,,,
2129411100,CHEFS CLUB BY FOOD & WINE,MANHATTAN,LAFAYETTE ST,10012,French,3,12,12,5,9.666666667,4.041451884,3,0,0,0,0,0,,,,,
2129411273,LIANG FAN DIAN,MANHATTAN,DIVISION ST,10002,Chinese,16,18,40,9,26.0625,11.42201821,0,6,0,0,0,0,,,,,
2129411541,BANH MI SAIGON BAKERY,MANHATTAN,GRAND STREET,10013,Vietnamese/Cambodian/Malaysia,11,8,21,7,12.90909091,5.503717752,8,0,0,0,0,0,,,,,
2129411781,CIRCA TABAC,MANHATTAN,WATTS STREET,10013,American,21,9,21,7,13.9047619,5.281143455,12,0,0,0,0,0,,,,,
2129411818,CONGEE VILLAGE,MANHATTAN,ALLEN ST,10002,Chinese,42,12,46,10,24.30952381,13.0074802,9,10,0,0,0,0,,,,,
2129411924,NEW WING WAH BAKERY,MANHATTAN,GRAND STREET,10002,Bakery,34,7,51,2,26.02941176,15.7007726,10,0,0,0,0,0,,,,,
2129413900,TRIBECA GRILL,MANHATTAN,GREENWICH STREET,10013,American,19,12,16,8,12.31578947,2.709092336,7,0,0,0,0,0,,,,,
2129414754,ZEF CAFE,MANHATTAN,BOWERY,10013,American,7,7,47,7,35.57142857,19.51800146,2,0,0,0,0,0,,,,,
2129415060,BACARO,MANHATTAN,DIVISION STREET,10002,Italian,25,12,28,7,16.04,7.430118886,12,0,0,0,0,0,,,,,
2129415823,MCDONALD'S,MANHATTAN,CANAL STREET,10013,Hamburgers,25,26,63,7,27.2,21.43011899,8,0,0,0,0,0,,,,,
2129416566,BROADWAY GOURMET,MANHATTAN,BROADWAY,10012,American,13,9,16,9,12,2.708012802,10,0,0,0,0,0,,,,,
2129416679,CHINA VILLAGE RESTAURANT,MANHATTAN,BAXTER STREET,10013,Chinese,11,8,33,2,20.27272727,14.73153698,5,0,0,0,0,0,,,,,
2129416888,FULEEN SEAFOOD RESTAURANT,MANHATTAN,DIVISION ST,10002,Chinese,45,44,47,7,27.68888889,13.2747577,6,7,0,0,0,0,,,,,
2129417119,IL CORALLO,MANHATTAN,PRINCE STREET,10012,Italian,18,10,13,7,10,2.222875721,12,0,0,0,0,0,,,,,
2129417661,THALASSA,MANHATTAN,FRANKLIN STREET,10013,Greek,16,12,24,4,14.1875,6.544399641,9,0,0,0,0,0,,,,,
2129417671,TRIBECA TAVERN,MANHATTAN,WEST BROADWAY,10013,American,9,7,22,7,16.11111111,5.861835132,5,0,0,0,0,0,,,,,
2129417678,LAO DI FANG NOODLE HOUSE,MANHATTAN,FORSYTH STREET,10002,Asian,10,8,45,7,22.8,19.11834488,6,0,0,0,0,0,,,,,
2129417832,SANCTUARY T,MANHATTAN,WEST BROADWAY,10013,American,12,12,16,5,12.08333333,3.423404295,8,0,0,0,0,0,,,,,
2129417994,LOMBARDI'S,MANHATTAN,SPRING STREET,10012,Pizza/Italian,15,20,24,2,16.8,7.123402076,5,0,0,0,0,0,,,,,
2129418886,88 PALACE RESTAURANT,MANHATTAN,EAST BROADWAY,10002,Chinese,40,7,111,2,41.8,43.58381257,12,0,0,0,0,0,,,,,
2129419100,LITTLE CUPCAKE BAKE SHOP,MANHATTAN,PRINCE STREET,10012,Bakery,27,10,34,8,17.22222222,9.520558053,10,4,0,0,0,0,,,,,
2129419119,O'NIEALS,MANHATTAN,GRAND STREET,10013,American,14,7,22,7,11.92857143,5.622267346,9,0,0,0,0,0,,,,,
2129419292,NHA-TRANG CENTRE VIETNAM RESTAURANT,MANHATTAN,CENTRE STREET,10013,Vietnamese/Cambodian/Malaysia,35,9,52,5,20.54285714,15.40500846,7,3,2,0,0,0,,,,,
2129419401,MARK FORGIONE,MANHATTAN,READE STREET,10013,American,38,12,61,6,24.44736842,17.18374054,10,8,6,0,0,0,,,,,
2129419888,SAKURA SUSHI AND THAI,MANHATTAN,MOTT STREET,10012,Japanese,11,12,15,7,12.36363636,2.248231628,7,3,0,0,0,0,,,,,
2129419988,CHATIME,MANHATTAN,CANAL ST,10013,Caf̩/Coffee/Tea,6,12,42,12,32,15.49193338,2,0,0,0,0,0,,,,,
2129420033,CHAN'S KITCHEN,MANHATTAN,BROADWAY,10040,Chinese,26,2,45,2,23.53846154,15.07642071,6,3,0,0,2,0,,,,,
2129420136,KOLMARO,MANHATTAN,SHERMAN AVENUE,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,13,13,6,9.142857143,3.184785259,5,0,0,0,0,0,,,,,
2129420927,HANG LEE RESTAURANT,MANHATTAN,WEST  204 STREET,10034,Chinese,11,13,13,12,12.63636364,0.504524979,9,0,0,0,0,0,,,,,
2129421222,RESTAURANTE ECUATORIANO GENESIS,MANHATTAN,WEST  207 STREET,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",28,35,35,8,22.10714286,9.870792252,5,5,0,0,0,0,,,,,
2129421580,CLOISTERS GRILL,MANHATTAN,HENSHAW STREET,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",38,10,35,6,18.55263158,7.886688643,15,0,0,0,0,0,,,,,
2129421642,JIMBOS HAMBURGER,MANHATTAN,10 AVENUE,10034,Hamburgers,26,8,31,8,18.80769231,8.625632641,8,2,0,0,0,0,,,,,
2129423010,FANTASTIC RESTAURANT & LOUNGE,MANHATTAN,SHERMAN AVE,10034,Spanish,32,13,41,0,23.53125,13.16148922,10,0,0,0,0,0,,,,,
2129424351,DUNKIN' DONUTS,MANHATTAN,10 AVENUE,10034,Donuts,7,13,17,2,10,6.506407099,5,0,0,0,0,0,,,,,
2129425090,CAPITOL RESTAURANT,MANHATTAN,BROADWAY,10034,American,21,12,23,10,16.0952381,4.471071034,8,4,0,0,0,0,,,,,
2129425434,KENNEDY CHICKEN & GYROS,MANHATTAN,NAGLE AVENUE,10040,Chicken,10,9,13,2,9.9,3.107338983,7,0,0,0,0,0,,,,,
2129425656,IFH EL BUFFET RESTAURANT  ALBERTO'S MOFONGO HOUSE,MANHATTAN,DYCKMAN STREET,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20,13,19,5,14.45,4.148239957,11,0,1,0,0,0,,,,,
2129426622,FRESH TORTILLAS,MANHATTAN,WEST  207 STREET,10034,Tex-Mex,15,8,15,4,9.666666667,3.457221565,12,0,0,0,0,0,,,,,
2129426668,U LIKE CHINESE TAKE OUT,MANHATTAN,BROADWAY,10034,Chinese,9,7,18,7,13,4.415880433,3,3,0,0,0,0,,,,,
2129427202,JUNIOR'S TACOS,MANHATTAN,SHERMAN AVENUE,10034,Mexican,17,12,21,6,14.58823529,5.723403965,9,0,0,0,0,0,,,,,
2129427272,PAPA JOHN'S,MANHATTAN,BROADWAY,10034,Pizza,8,9,10,3,7,2.777460299,7,0,0,0,0,0,,,,,
2129428200,BETEL PARTY SUPPLY BAKERY,MANHATTAN,SHERMAN AVENUE,10040,Bakery,17,8,30,2,20.29411765,10.52832314,6,3,0,0,0,0,,,,,
2129429769,JIMBO'S HAMBURGER PALACE,MANHATTAN,DYCKMAN ST,10040,American,21,5,28,5,16.76190476,8.19087762,7,3,0,0,0,0,,,,,
2129429892,THE COFFEE BEAN & TEA LEAF,MANHATTAN,CORTLANDT STREET,10007,Jewish/Kosher,12,9,22,3,12.41666667,8.649312462,7,0,0,0,0,0,,,,,
2129430009,LANE DELI & CATERING,MANHATTAN,MAIDEN LANE,10038,American,18,10,22,4,15,6.029340028,6,5,0,0,0,0,,,,,
2129431602,ROUTE 66 AMERICAN BBQ,MANHATTAN,PEARL ST,10004,American,25,9,29,5,17.68,7.157280675,10,4,0,0,0,0,,,,,
2129434380,CHINA CHALET,MANHATTAN,BROADWAY,10006,Chinese,24,7,42,6,20.625,14.62818156,10,0,0,0,0,0,,,,,
2129437735,PLAZA DELI,MANHATTAN,JOHN STREET,10038,Delicatessen,65,11,55,8,35.16923077,14.00398295,7,12,7,0,0,0,,,,,
2129440090,THE CENTURY ASSOCIATION,MANHATTAN,WEST   43 STREET,10036,American,18,10,24,5,15.27777778,6.649241934,9,0,0,0,0,0,,,,,
2129440400,DOMINO'S,MANHATTAN,WEST   40 STREET,10018,Pizza,20,2,33,2,15.2,9.344855044,5,2,0,0,1,0,,,,,
2129440990,HAVANA NY RESTAURANT & BAR,MANHATTAN,W 38TH ST,10018,Chinese/Cuban,2,7,7,7,7,0,2,0,0,0,0,0,,,,,
2129441234,TIMES DELI & CAFE,MANHATTAN,WEST 44 STREET,10036,Delicatessen,42,5,47,5,29.97619048,10.10068362,3,7,7,0,0,0,,,,,
2129441903,CHICK-FIL-A AT 46TH & 6TH IN-LINE,MANHATTAN,AVENUE OF THE AMERICAS,10036,Sandwiches,2,6,6,6,6,0,2,0,0,0,0,0,,,,,
2129442720,MCDONALDS,MANHATTAN,6TH AVE,10036,Other,2,10,10,10,10,0,2,0,0,0,0,0,,,,,
2129442720,MCDONALD'S,MANHATTAN,6 AVE,10036,Hamburgers,19,10,50,2,23,19.14564064,10,0,0,0,0,0,,,,,
2129443643,OSTERIA AL DODGE,MANHATTAN,WEST   44 STREET,10036,Italian,17,9,29,4,17.70588235,10.04841222,10,0,0,0,0,0,,,,,
2129443700,SHUBERT THEATER,MANHATTAN,WEST 44 STREET,10036,American,17,10,38,5,19.41176471,10.63636935,7,0,0,0,0,0,,,,,
2129446900,SAMMY'S HOUSE OF BBQ,MANHATTAN,W 44TH ST,10036,Southwestern,2,11,11,11,11,0,2,0,0,0,0,0,,,,,
2129447352,T.G.I. FRIDAY'S,MANHATTAN,W 46TH ST,10036,American,12,11,22,11,14.33333333,4.63844279,9,0,0,0,0,0,,,,,
2129447420,ARNO RISTORANTE,MANHATTAN,WEST   38 STREET,10018,Italian,15,13,22,9,14.86666667,5.38339599,10,0,0,0,0,0,,,,,
2129447777,NAYA EXPRESS,MANHATTAN,W 56TH ST,10019,Middle Eastern,14,12,16,8,11.42857143,2.533294775,12,0,0,0,0,0,,,,,
2129447792,LAZZARAS PIZZA CAFE,MANHATTAN,WEST   38 STREET,10018,Pizza,23,9,19,9,14.7826087,4.177390679,8,2,0,0,0,0,,,,,
2129448484,DUNHILL CAFE,MANHATTAN,WEST   45 STREET,10036,American,16,7,36,7,19.75,13.17320513,8,0,6,0,0,0,,,,,
2129448844,ROYALTON HOTEL,MANHATTAN,WEST   44 STREET,10036,American,12,5,18,5,13.66666667,3.84550111,8,0,0,0,0,0,,,,,
2129450100,ATRIO,MANHATTAN,NORTH END AVENUE,10282,American,13,12,25,10,15.84615385,6.414127037,9,0,0,0,0,0,,,,,
2129450100,CONRAD NEW YORK MAIN KITCHEN,MANHATTAN,NORTH END AVENUE,10282,American,4,12,5,3,4,0.816496581,4,0,0,0,0,0,,,,,
2129450528,SOUTHWEST NY / BLACK HOUND,MANHATTAN,SOUTH END AVENUE,10280,Mexican,12,10,19,7,10.83333333,5.060243137,9,0,0,0,0,0,,,,,
2129454370,REGAL CINEMAS,MANHATTAN,NORTH END AVENUE,10282,American,8,12,12,2,7.25,3.327375628,8,0,0,0,0,0,,,,,
2129470767,FOOD DEPOT,MANHATTAN,WEST   34 STREET,10001,American,32,9,39,3,19.96875,11.03508883,10,4,0,0,0,0,,,,,
2129470825,BLARNEY ROCK,MANHATTAN,WEST   33 STREET,10001,Irish,25,5,28,5,16.4,7.916228058,11,0,0,0,0,0,,,,,
2129471005,COSI,MANHATTAN,7 AVENUE,10018,Sandwiches,22,9,22,4,13.31818182,6.205883258,11,0,0,0,0,0,,,,,
2129471188,TOBACCO ROAD,MANHATTAN,WEST   41 STREET,10036,American,34,18,26,9,19.52941176,5.02861686,5,7,0,0,0,0,,,,,
2129471561,CANARD INC,MANHATTAN,WEST   43 STREET,10036,American,16,10,20,4,12.6875,5.758689087,9,0,0,0,0,0,,,,,
2129473636,KEENS STEAKHOUSE,MANHATTAN,WEST 36th STREET,10018,Steak,18,9,13,6,11.22222222,1.864704851,11,0,0,0,0,0,,,,,
2129473860,STARBUCKS,MANHATTAN,8 AVENUE,10001,Caf̩/Coffee/Tea,14,3,40,3,18,14.71263194,10,0,0,0,0,0,,,,,
2129474208,HELLS KITCHEN CAFE/HK LOUNGE,MANHATTAN,9 AVENUE,10018,American,24,4,44,4,23.04166667,14.41761955,6,5,4,0,0,0,,,,,
2129477325,MANGANARO'S HERO BOY,MANHATTAN,9TH AVE,10018,American,45,11,64,9,27.17777778,16.26525702,6,10,0,0,2,0,,,,,
2129478940,FRANKIE & JOHNNIE'S STEAKHOUSE,MANHATTAN,WEST   37 STREET,10018,Steak,9,12,12,9,11.33333333,1.322875656,9,0,0,0,0,0,,,,,
2129479298,A CANAAN SUSHI,MANHATTAN,W 29TH ST,10001,Japanese,2,9,9,9,9,0,2,0,0,0,0,0,,,,,
2129479700,HAMPTON INN-HERALD SQUARE,MANHATTAN,WEST   31 STREET,10001,American,22,4,20,4,14.13636364,5.401018022,8,3,0,0,0,0,,,,,
2129490245,44TH STREET MINAR,MANHATTAN,EAST   44 STREET,10017,Indian,28,9,48,9,19.75,14.0860451,12,0,0,0,2,0,,,,,
2129494122,STARBUCKS,MANHATTAN,EAST   42 STREET,10017,Caf̩/Coffee/Tea,8,2,17,2,10.25,7.304597378,4,0,0,0,0,0,,,,,
