phone,area,category,postal_code,price_range,rating_value,restaurant,review_count,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score Count,Score Recent,Score Max,Score Min,Score Average,Score StdDev,Grade A Count,Grade B Count,Grade C Count,Not Yet Graded,P Count,Z Count,Inspection,Times_Graded,,,,,
7186389500,Brooklyn,"Seafood,
                    American (New),
                    Southern",11238,$11-30,4,Peaches Shrimp and Crab,55,MARIETTA,BROOKLYN,CLIFTON PLACE,11238,American,17,9,30,2,20.05882353,11.79232053,7,0,0,0,0,0,6,5,,,,,
7186369738,Brooklyn,"Diners,
                    American (Traditional),
                    Breakfast & Brunch",11238,$11-30,4,Tom’s,993,TOM'S RESTAURANT,BROOKLYN,WASHINGTON AVENUE,11238,American,19,8,28,8,15.78947368,8.606063414,13,0,0,0,0,0,6,6,,,,,
7186366311,Brooklyn,"Latin American,
                    Caribbean,
                    Breakfast & Brunch",11215,$11-30,4,Palo Santo,392,PALO SANTO,BROOKLYN,UNION STREET,11215,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6,5,13,5,11.33333333,3.141125064,6,0,0,0,0,0,3,4,,,,,
7186353388,Brooklyn,"Coffee & Tea,
                    Butcher,
                    Gastropubs",11215,$11-30,4.5,A&E Supply,30,A&E SUPPLY CO.,BROOKLYN,4TH AVE,11215,American,2,9,9,9,9,0,2,0,0,0,0,0,1,1,,,,,
7186338288,Brooklyn,Chinese,11220,Under $10,3.5,Corner 28 - The Roast,9,THE ROAST,BROOKLYN,8TH AVE,11220,Chinese,6,7,27,7,20.33333333,10.32795559,2,0,0,0,0,0,2,2,,,,,
7186333090,Brooklyn,Chinese,11220,Under $10,4,Yun Nan Flavor Garden,165,YUN NAN FLAVOUR GARDEN,BROOKLYN,8TH AVENUE,11220,Chinese,22,12,51,8,20.36363636,17.15349598,8,0,2,0,0,0,7,5,,,,,
7186260087,Astoria,"Italian,
                    Sandwiches,
                    Tapas Bars",11106,$11-30,4.5,Il Bambino,1062,IL BAMBINO,QUEENS,31 AVENUE,11106,Italian,23,22,22,5,14.82608696,5.65405867,10,0,0,0,0,0,8,5,,,,,
7186253737,Brooklyn,Italian,11201,$11-30,4,Noodle Pudding,442,NOODLE PUDDING,BROOKLYN,HENRY ST,11201,Italian,13,9,14,5,10.61538462,2.844247456,6,3,0,0,0,0,7,5,,,,,
7186233872,Brooklyn,American (Traditional),11217,$11-30,3.5,Grandma’s House,108,GRANDMA'S HOUSE,BROOKLYN,ATLANTIC AVE,11217,American,9,59,59,12,48.55555556,20.72505194,2,0,0,0,0,0,2,2,,,,,
7186232822,Brooklyn,"Cuban,
                    Coffee & Tea,
                    Breakfast & Brunch",11216,$11-30,4,Pilar Cuban Eatery,147,PILAR CUBAN EATERY,BROOKLYN,GREENE AVE,11216,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6,13,13,7,10.66666667,2.875181154,4,0,0,0,0,0,3,3,,,,,
7186224422,Brooklyn,Thai,11205,$11-30,4.5,Dannee,64,DANNEE,BROOKLYN,DEKALB AVE,11205,Thai,12,18,22,7,16.5,5.64881323,2,0,0,0,0,0,4,2,,,,,
7186222250,Brooklyn,"Wine Bars,
                    Mediterranean,
                    Breakfast & Brunch",11215,$11-30,4,Miriam,748,MIRIAM,BROOKLYN,5 AVENUE,11217,Mediterranean,24,10,24,2,14.83333333,6.155002678,10,0,0,0,0,0,9,6,,,,,
7186221111,Brooklyn,Mexican,11238,$31-60,4,Alta Calidad,17,ALTA CALIDAD,BROOKLYN,VANDERBILT AVE,11238,Mexican,6,34,34,34,34,0,0,0,0,6,0,0,1,1,,,,,
7186220249,Brooklyn,Caribbean,11238,$11-30,4,Glady’s,269,GLADY'S,BROOKLYN,FRANKLIN AVENUE,11238,Caribbean,11,7,24,7,15.45454545,7.033685184,7,0,0,0,0,0,4,4,,,,,
7186220026,Brooklyn,"Thai,
                    Desserts",11238,$11-30,4,Look By Plant Love House,193,LOOK BY PLANT LOVE HOUSE,BROOKLYN,WASHINGTON AVE,11238,Thai,12,47,47,8,38.16666667,15.06853032,2,0,0,0,0,0,3,2,,,,,
7186187020,Bronx,"Sushi Bars,
                    Asian Fusion,
                    Thai",10454,$11-30,4.5,Ceetay,218,CEETAY,BRONX,ALEXANDER AVENUE,10454,Japanese,21,13,23,7,13.28571429,5.900363185,11,0,0,0,0,0,8,6,,,,,
7186185699,Brooklyn,"American (New),
                    Comfort Food",11201,$11-30,4,Westville Dumbo,42,WESTVILLE,BROOKLYN,WASHINGTON ST,11201,American,3,13,13,13,13,0,3,0,0,0,0,0,1,1,,,,,
7186069300,Astoria,"Brazilian,
                    Steakhouses",11105,$11-30,4.5,Kilo Astoria,22,KILO ASTORIA,QUEENS,DITMARS BLVD,11105,Brazilian,1,8,8,8,8,0,0,0,0,1,0,0,1,1,,,,,
7186068140,Astoria,"Barbeque,
                    Butcher,
                    Pubs",11103,$11-30,4,Butcher Bar,1321,BUTCHER BAR,QUEENS,30TH AVE,11103,Barbecue,18,10,25,5,14.05555556,7.271800669,6,5,0,0,0,0,8,5,,,,,
7186062951,Astoria,"Comfort Food,
                    Diners,
                    Burgers",11102,$11-30,3.5,Aces Comfort Food,13,ACE OF HEARTS DINER,QUEENS,21ST ST,11102,American,6,5,21,5,15.66666667,8.262364472,2,0,0,0,0,0,2,2,,,,,
7186062411,Astoria,"Buffets,
                    Brazilian",11106,$11-30,5,Minas Grill,22,MINAS GRILL,QUEENS,BROADWAY,11106,Brazilian,5,29,29,29,29,0,0,0,0,5,0,0,1,1,,,,,
7185999899,Brooklyn,"Southern,
                    Bars",11211,$11-30,4,Brooklyn Star,546,THE BROOKLYN STAR,BROOKLYN,LORIMER STREET,11211,American,13,13,17,9,13.61538462,2.814796071,7,0,0,0,0,0,5,4,,,,,
7185992743,Brooklyn,"Vegan,
                    Bakeries,
                    Diners",11206,$11-30,4,Champs Diner,823,CHAMPS DINER,BROOKLYN,MESEROLE ST,11206,Vegetarian,32,18,38,8,25.71875,8.934291946,3,5,4,0,0,0,8,5,,,,,
7185990002,Brooklyn,Pizza,11211,Under $10,5,L’industrie Pizzeria,175,L'INDUSRIE PIZZERIA,BROOKLYN,S 2ND ST,11211,Pizza,7,10,15,0,8.285714286,5.822779569,4,0,0,0,0,0,6,4,,,,,
7185968335,Brooklyn,Seafood,11231,$11-30,4,Kevin’s,114,KEVIN'S,BROOKLYN,VAN BRUNT AVENUE,11231,American,13,13,15,7,11.92307692,2.628736657,10,0,0,0,0,0,5,5,,,,,
7185966826,Brooklyn,"American (New),
                    Cocktail Bars,
                    Wine Bars",11217,$31-60,4,Prospect,181,PROSPECT,BROOKLYN,FULTON STREET,11217,American,13,10,19,10,13.23076923,4.085622069,9,0,0,0,0,0,5,5,,,,,
7185966560,Brooklyn,"American (New),
                    Desserts,
                    Cocktail Bars",11215,$31-60,4,The Pines,192,THE PINES,BROOKLYN,3 AVENUE,11215,American,22,12,23,10,16.5,4.160471585,7,4,0,0,0,0,9,6,,,,,
7185935454,East Elmhurst,Mexican,11369,Under $10,4.5,Taqueria Santa Fe,70,TACOS SANTA FE,QUEENS,ASTORIA BLVD,11369,Mexican,6,20,20,9,16.33333333,5.680375574,2,0,0,0,0,0,2,2,,,,,
7185770094,Queens,"Indian,
                    Soup",11418,,4,Soup Junkies,4,SOUP JUNKIES,QUEENS,LEFFERTS BLVD,11418,Caribbean,1,2,2,2,2,0,0,0,0,1,0,0,1,1,,,,,
7185766424,Brooklyn,"Wine Bars,
                    Comfort Food,
                    Cocktail Bars",11226,$11-30,4.5,Sip Unwine,11,SIP UNWINE,BROOKLYN,FLATBUSH AVE,11226,Caribbean,2,6,6,6,6,0,0,0,0,2,0,0,1,1,,,,,
7185766233,Brooklyn,"Seafood,
                    Korean,
                    Coffee & Tea",11238,$11-30,4,Tygershark,70,TYGERSHARK,BROOKLYN,VANDERBILT AVE,11238,Seafood,8,8,31,8,22.625,11.57506557,2,0,0,0,0,0,3,2,,,,,
7185763584,Brooklyn,Italian,11238,$11-30,4,Aita,193,AITA RESTAURANT/MAYFLOWER,BROOKLYN,GREENE AVENUE,11238,Italian,15,13,26,5,16.6,7.159409393,10,0,0,0,0,0,6,5,,,,,
7185763547,Brooklyn,"Lebanese,
                    Mediterranean",11211,Under $10,5,Wafa’s,47,WAFA'S EXPRESS,BROOKLYN,GRAND ST,11211,Middle Eastern,2,4,4,4,4,0,0,0,0,2,0,0,1,1,,,,,
7185763521,Brooklyn,"Mexican,
                    Cocktail Bars,
                    Tex-Mex",11217,$11-30,4.5,Don Chingon,181,DON CHINGON,BROOKLYN,FLATBUSH AVE,11217,Mexican,4,4,8,4,6,2.309401077,4,0,0,0,0,0,2,2,,,,,
7185763209,Brooklyn,"Italian,
                    Desserts,
                    Diners",11217,$11-30,4,Rucola,361,RUCOLA,BROOKLYN,DEAN STREET,11217,Italian,27,7,25,7,16.96296296,6.618630357,9,5,0,0,0,0,9,6,,,,,
7185740010,Brooklyn,"Pizza,
                    Breakfast & Brunch,
                    Bakeries",11233,$11-30,4,Saraghina,651,SARAGHINA,BROOKLYN,HALSEY STREET,11233,Italian,25,8,20,5,13.36,4.777377244,10,0,0,0,0,0,10,6,,,,,
7185522811,Brooklyn,Mexican,11237,$11-30,4.5,Palomas,37,PALOMAS,BROOKLYN,MENAHAN ST,11237,Mexican,1,5,5,5,5,0,1,0,0,0,0,0,1,1,,,,,
7185522660,Brooklyn,"Vietnamese,
                    Bubble Tea,
                    Sandwiches",11238,Under $10,4.5,Banh Mi Place,118,BANH MI PLACE,BROOKLYN,WASHINGTON AVE,11238,Vietnamese/Cambodian/Malaysia,7,9,9,0,7.142857143,3.287784027,4,0,0,0,0,0,4,3,,,,,
7185522610,Brooklyn,American (New),11238,$31-60,4,Olmsted,110,OLMSTED,BROOKLYN,VANDERBILT AVE,11238,American,6,5,25,5,21.66666667,8.164965809,1,0,0,0,0,0,2,2,,,,,
7185445000,Forest Hills,"Gastropubs,
                    Cocktail Bars,
                    Beer Bar",11375,$11-30,4,Forest Hills Station House,753,FOREST HILL STATION HOUSE,QUEENS,CONTINENTAL AVENUE,11375,American,18,8,20,5,14.05555556,5.362969132,9,0,0,0,0,0,8,6,,,,,
7185345498,Brooklyn,"American (New),
                    Breakfast & Brunch",11231,$11-30,4,Vekslers,91,VEKSLERS,BROOKLYN,HICKS STREET,11231,American,16,12,20,2,13.75,5.779273311,7,0,0,0,0,0,8,5,,,,,
7185247557,Staten Island,"Empanadas,
                    Salad,
                    Sandwiches",10301,,4,Fork and Grooves,14,FORK AND GROOVES,STATEN ISLAND,STUYVESANT PL,10301,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3,9,9,9,9,0,0,0,0,3,0,0,1,1,,,,,
7185225200,Brooklyn,"American (New),
                    Wine Bars,
                    Venues & Event Spaces",11201,Above $61,4,The River Café,783,THE RIVER CAFE,BROOKLYN,WATER STREET,11201,American,11,9,13,9,10.54545455,1.634847783,9,0,0,0,0,0,4,4,,,,,
7185224663,Brooklyn,"Salad,
                    Burgers,
                    Juice Bars & Smoothies",11201,$11-30,4,b.good,95,B.GOOD,BROOKLYN,MONTAGUE ST,11201,American,2,9,9,9,9,0,2,0,0,0,0,0,1,1,,,,,
7185221018,Brooklyn,American (New),11201,$31-60,3.5,Vinegar Hill House,548,VINEGAR HILL HOUSE,BROOKLYN,HUDSON AVENUE,11201,American,17,15,25,7,15.70588235,6.100867826,7,2,0,0,0,0,7,5,,,,,
7185130339,Brooklyn,"Cocktail Bars,
                    Tapas/Small Plates,
                    Music Venues",11233,$11-30,4.5,Bar LunÀtico,51,LUNATICO,BROOKLYN,HALSEY ST,11233,American,7,19,19,0,12,8.831760866,3,0,0,0,0,0,3,3,,,,,
7184995623,Brooklyn,"American (New),
                    Burgers",11215,$11-30,4.5,Lot 2,235,LOT 2,BROOKLYN,6 AVENUE,11215,American,11,10,14,2,11.72727273,3.523944071,8,0,0,0,0,0,5,5,,,,,
7184992424,Brooklyn,"Pizza,
                    American (New),
                    Bars",11215,$11-30,4.5,Gristmill,96,GRISTMILL,BROOKLYN,5TH AVE,11215,American,8,13,18,13,16.125,2.587745848,3,0,0,0,0,0,2,2,,,,,
7184992132,Brooklyn,"Italian,
                    Gluten-Free,
                    Salad",11215,$11-30,4.5,Mariella,178,LOCANDA MARIELLA,BROOKLYN,6 AVENUE,11215,Italian,25,10,35,10,22.84,8.844395589,6,4,0,0,0,0,7,5,,,,,
7184991199,Brooklyn,"Modern European,
                    Burgers",11215,$11-30,4,Korzo,340,KORZO,BROOKLYN,5 AVENUE,11215,German,32,10,37,9,22.5625,10.28289372,10,5,0,0,0,0,8,6,,,,,
7184971300,Ridgewood,Italian,11385,$11-30,4,Joe’s Restaurant,120,JOE'S RESTAURANT,QUEENS,FOREST AVENUE,11385,Italian,22,31,31,5,20.95454545,8.335108036,5,0,0,0,0,0,6,4,,,,,
7184887800,Brooklyn,"American (New),
                    Cocktail Bars",11217,$11-30,4,Walter’s,399,WALTER'S,BROOKLYN,DEKALB AVENUE,11217,American,25,19,27,9,20.28,6.334561284,4,9,0,0,0,0,8,5,,,,,
7184880777,Brooklyn,"Mexican,
                    French",11231,$11-30,4,Jolie Cantina,298,JOLIE CANTINA,BROOKLYN,SMITH STREET,11231,French,19,12,27,5,14.78947368,8.547767398,8,0,0,0,0,0,8,6,,,,,
7184863077,Brooklyn,"Diners,
                    American (New),
                    Breakfast & Brunch",11211,$11-30,4,Diner,658,ACHILLES HEEL,BROOKLYN,WEST STREET,11222,American,16,12,23,2,14.5625,7.192299122,8,0,0,0,0,0,12,9,,,,,
7184848338,Brooklyn,"Bars,
                    Latin American,
                    Tapas/Small Plates",11237,$11-30,4,Industry 1332,148,INDUSTRY 1332,BROOKLYN,HALSEY ST,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,16,21,0,15.2,6.696599469,1,2,0,0,0,0,5,3,,,,,
7184847555,Brooklyn,Caribbean,11225,$11-30,4.5,The Food Sermon Kitchen,146,THE FOOD SERMON,BROOKLYN,ROGERS AVE,11225,Caribbean,6,9,9,2,7.166666667,2.714160398,5,0,0,0,0,0,3,3,,,,,
7184844971,Brooklyn,Diners,11218,$11-30,4,George’s,56,George's,BROOKLYN,CONEY ISLAND AVE,11218,American,3,13,13,13,13,0,3,0,0,0,0,0,1,1,,,,,
7184844424,Brooklyn,Mexican,11218,$11-30,4.5,Taqueria Maria and Ricardo,22,TAQUERIA MARIA & RICARDO,BROOKLYN,CORTELYOU RD,11218,Mexican,2,6,6,6,6,0,2,0,0,0,0,0,1,2,,,,,
7184842247,Brooklyn,"American (New),
                    Juice Bars & Smoothies,
                    Coffee & Tea",11206,$11-30,4.5,Brooklyn Blend,76,BROOKLYN BLEND,BROOKLYN,TOMPKINS AVE,11206,"Juice, Smoothies, Fruit Salads",8,5,19,5,14.5,5.398412465,3,0,0,0,0,0,4,3,,,,,
7184839970,Brooklyn,"American (New),
                    Sandwiches,
                    Bars",11237,$11-30,4,The Wheelhouse,142,THE WHEELHOUSE,BROOKLYN,WILSON AVE,11237,American,25,11,23,7,17.24,5.569859364,7,3,0,0,0,0,7,5,,,,,
7184839868,Brooklyn,"Cafes,
                    Coffee & Tea,
                    American (New)",11233,$11-30,4,Manny’s,202,MANNY'S,BROOKLYN,PATCHEN AVE,11233,American,44,10,47,10,28.70454545,11.67900033,4,5,8,0,0,0,10,6,,,,,
7184838834,Brooklyn,"Pizza,
                    Bars,
                    Italian",11238,$11-30,4.5,Barboncino,679,BARBONCINO,BROOKLYN,FRANKLIN AVENUE,11238,Pizza,6,13,13,9,11,1.788854382,4,0,0,0,0,0,3,3,,,,,
7184827088,Long Island City,"Japanese,
                    Sushi Bars",11101,$11-30,4.5,Murasaki,108,MURASAKI SUSHI,QUEENS,VERNON BLVD,11101,Japanese,18,7,25,7,14.22222222,7.288633823,7,0,0,0,0,0,7,4,,,,,
7184782420,Maspeth,"Diners,
                    Breakfast & Brunch",11378,$11-30,4,Good Eats Diner,297,GOOD EATS,QUEENS,GRAND AVENUE,11378,American,11,13,13,9,11.72727273,1.793929156,11,0,0,0,0,0,4,4,,,,,
7184769680,Maspeth,"Indian,
                    Himalayan/Nepalese,
                    Salad",11378,$11-30,4.5,Spice Kitchen,59,SPICE KITCHEN,QUEENS,GRAND AVE,11378,Indian,3,4,6,4,4.666666667,1.154700538,2,0,0,0,0,0,2,2,,,,,
7184722142,Long Island City,Ramen,11101,$11-30,4,Tamashii Blue,151,TAMASHII RAMEN,QUEENS,VERNON BLVD,11101,Japanese,2,7,7,7,7,0,2,0,0,0,0,0,1,1,,,,,
7184721932,Long Island City,Pizza,11101,Under $10,5,Goodfellas Pizzeria of LIC,6,ANDRE'S PIZZA,QUEENS,40 AVENUE,11101,Pizza,17,12,28,8,15.76470588,7.471022451,10,0,0,0,0,0,7,6,,,,,
7184693333,Brooklyn,"Mexican,
                    Burgers,
                    Cocktail Bars",11225,$11-30,4,Burger Mexicano,100,BURGER MEXICANO,BROOKLYN,FLATBUSH AVE,11225,Mexican,22,18,30,13,20.5,7.392080705,0,7,0,0,0,0,5,3,,,,,
7184600088,Flushing,Korean,11358,$11-30,4.5,Dae Sung Kal Guk Su,129,DAE SUNG KOREAN RESTAURANT,QUEENS,162 STREET,11358,Korean,14,9,19,8,12.5,4.467833755,10,0,0,0,0,0,5,5,,,,,
7184579000,Woodside,"American (New),
                    Desserts,
                    Wine Bars",11377,$11-30,4.5,Casa Del Chef,146,CASA DEL CHEF BISTRO,QUEENS,64TH ST,11377,American,18,7,21,0,13.55555556,6.109031137,6,0,0,0,0,0,7,4,,,,,
7184518020,Ridgewood,Burgers,11385,$11-30,4.5,East Coast Burgers,43,EAST COAST BURGERS,QUEENS,METROPOLITAN AVE,11385,American,2,5,28,5,16.5,16.26345597,1,0,0,0,0,0,2,2,,,,,
7184491230,Brooklyn,"Pizza,
                    Italian",11223,Under $10,4,L & B Spumoni Gardens,2583,LB SPUMONI GARDENS,BROOKLYN,86 STREET,11223,Pizza/Italian,39,5,53,5,26.33333333,15.98244651,7,8,0,0,0,0,13,7,,,,,
7184428729,Staten Island,American (New),10304,$11-30,4,Gatsby’s On The Bay,168,GATSBY'S ON THE BAY,STATEN ISLAND,BAY STREET,10304,American,11,9,12,7,9.818181818,1.778661397,9,0,0,0,0,0,5,5,,,,,
7184428424,Staten Island,Thai,10301,$11-30,4.5,Chang Noi Thai,60,CHANG NOI THAI,STATEN ISLAND,STUYVESANT PL,10301,Thai,3,12,12,2,8.666666667,5.773502692,2,0,0,0,0,0,2,2,,,,,
7184380488,Brooklyn,"Bars,
                    American (New),
                    Breakfast & Brunch",11218,$11-30,4,Hamilton’s,218,HAMILTONS,BROOKLYN,FORT HAMILTON PARKWAY,11218,American,11,8,13,7,9.727272727,2.611164839,7,0,0,0,0,0,6,5,,,,,
7184380488,Brooklyn,"Bars,
                    American (New),
                    Breakfast & Brunch",11218,$11-30,4,Hamilton’s,218,HAMILTONS,BROOKLYN,FORT HAMILTON PARKWAY,11218,American,11,8,13,7,9.727272727,2.611164839,7,0,0,0,0,0,6,5,,,,,
7184373542,Brooklyn,Chinese,11220,Under $10,4,Kai Feng Fu,171,KAI FENG FU DUMPLING HOUSE,BROOKLYN,8 AVENUE,11220,Chinese,32,20,28,5,16.8125,7.230925966,11,3,0,0,0,0,11,7,,,,,
7184331916,Sunnyside,"Burgers,
                    American (Traditional),
                    Cocktail Bars",11104,$11-30,4.5,Ida’s Nearabout,41,IDA'S NEARABOUT,QUEENS,QUEENS BLVD,11104,Irish,4,12,12,8,11,2,3,0,0,0,0,0,2,2,,,,,
7184310026,Brooklyn,Hot Pot,11220,$11-30,4.5,Laojie Hotpot,64,TIMES STAMPS HOT POT,BROOKLYN,53RD ST,11220,Chinese,5,10,12,0,8.8,5.019960159,2,0,0,0,0,0,3,2,,,,,
7184310026,Brooklyn,Hot Pot,11220,$11-30,4.5,Laojie Hotpot,64,TIMES STAMPS HOT POT,BROOKLYN,53RD ST,11220,Chinese,5,10,12,0,8.8,5.019960159,2,0,0,0,0,0,3,2,,,,,
7184247156,Elmhurst,"Thai,
                    Hainan",11373,Under $10,4.5,Eim Khao Mun Kai Elmhurst,193,EIM,QUEENS,BROADWAY,11373,Thai,10,8,12,3,8.1,2.643650675,7,0,0,0,0,0,6,5,,,,,
7184220444,Brooklyn,Southern,11231,$11-30,4,Wilma Jean,154,NIGHTINGALE9,BROOKLYN,SMITH STREET,11231,Vietnamese/Cambodian/Malaysia,15,13,28,7,17.2,8.160882305,10,0,0,0,0,0,6,5,,,,,
7184186666,Brooklyn,"Japanese,
                    Sushi Bars,
                    Asian Fusion",11206,$11-30,4,Momo Sushi Shack,586,MOMO SUSHI,BROOKLYN,BOGART STREET,11206,Japanese,15,9,22,9,13.8,6.037975063,10,0,0,0,0,0,6,5,,,,,
7184171118,Brooklyn,"Pizza,
                    Italian",11206,$11-30,4,Roberta’s,1989,BLANCA/SEVERED HEADS,BROOKLYN,MOORE,11206,Continental,22,10,29,4,18.36363636,9.245567559,6,5,0,0,0,0,22,13,,,,,
7184170668,Brooklyn,"Latin American,
                    Puerto Rican",11237,Under $10,4,La Isla,55,LA ISLA,BROOKLYN,MYRTLE AVE,11237,Spanish,21,10,22,7,13.14285714,5.397089163,8,5,0,0,0,0,9,6,,,,,
7183998226,Brooklyn,Mexican,11238,$11-30,4,El Atoradero Brooklyn,87,EL ATORADERO BROOKLYN,BROOKLYN,WASHINGTON AVE,11238,Mexican,9,23,23,13,17.88888889,4.910306621,0,0,0,0,0,4,3,2,,,,,
7183992337,Brooklyn,"Specialty Food,
                    American (New),
                    Bars",11238,$11-30,4.5,Mekelburg’s,141,MEKELBURG'S,BROOKLYN,GRAND AVE,11238,American,18,7,23,7,16,6.135719911,4,0,0,0,0,0,6,4,,,,,
7183992211,Brooklyn,"American (Traditional),
                    Cafes",11238,$11-30,4,Lincoln Station,197,LINCOLN STATION,BROOKLYN,LINCOLN PLACE,11238,American,7,21,21,8,14.71428571,6.102302454,4,0,0,0,0,0,3,3,,,,,
7183991700,Brooklyn,"Wine Bars,
                    American (New),
                    Breakfast & Brunch",11238,$31-60,4.5,BKW By Brooklyn Winery,65,BKW BY BROOKLYN WINERY,BROOKLYN,FRANKLIN AVE,11238,American,1,2,2,2,2,0,1,0,0,0,0,0,1,1,,,,,
7183988100,Brooklyn,"Japanese,
                    Sushi Bars,
                    Soup",11238,$11-30,4.5,Silver Rice,196,SILVER RICE,BROOKLYN,PARK PL,11238,Japanese,11,12,17,4,12.90909091,5.337687616,4,3,0,0,0,0,5,4,,,,,
7183983758,Brooklyn,Dominican,11238,$11-30,4,Puerto Viejo,315,PUERTO VIEJO RESTAURANT,BROOKLYN,GRAND AVENUE,11238,American,9,10,18,5,11.88888889,4.833333333,6,0,0,0,0,0,5,5,,,,,
7183982145,Brooklyn,"Japanese,
                    Poke",11238,$11-30,4,Chisai Poké Bar,51,CHISAI SUSHI BAR,BROOKLYN,LINCOLN PL,11238,Japanese,3,9,9,9,9,0,3,0,0,0,0,0,1,1,,,,,
7183930888,Elmhurst,"Chinese,
                    Noodles",11373,Under $10,4,Uncle Zhou,190,UNCLE ZHOU RESTAURANT,QUEENS,BROADWAY,11373,Chinese,14,11,25,5,18.21428571,7.180942422,4,4,0,0,0,0,6,4,,,,,
7183925190,Long Island City,Japanese,11101,$11-30,4,Hibino,113,Hibino LIC,QUEENS,JACKSON AVE,11101,Japanese,18,11,24,7,13.38888889,6.937866165,10,0,0,0,0,0,6,5,,,,,
7183922033,Long Island City,Peruvian,11101,$11-30,4.5,Jora Restaurant & Bar,284,JORA RESTAURANT AND BAR,QUEENS,11TH ST,11101,Peruvian,13,12,13,6,10.46153846,2.961288701,9,0,0,0,0,0,5,4,,,,,
7183898990,Brooklyn,Seafood,11222,$11-30,4,Lobster Joint,526,LOBSTER JOINT,BROOKLYN,MANHATTAN AVENUE,11222,American,26,7,30,7,19.15384615,8.857504424,12,0,0,0,0,0,8,6,,,,,
7183898600,Brooklyn,Italian,11222,$11-30,4,Scalino,149,SCALINO G.P.,BROOKLYN,MANHATTAN AVE,11222,Italian,10,7,25,5,15.8,9.715966241,5,0,0,0,0,0,4,4,,,,,
7183898100,Brooklyn,American (New),11222,$11-30,4,Anella,326,ANELLA,BROOKLYN,FRANKLIN STREET,11222,Italian,14,8,16,8,11.64285714,3.053551346,9,0,0,0,0,0,7,5,,,,,
7183896859,Brooklyn,French,11222,$11-30,4.5,Le Fond,99,LE FOND,BROOKLYN,NORMAN AVENUE,11222,Polish,20,5,19,5,14.75,4.482421808,7,4,0,0,0,0,6,5,,,,,
7183893828,Brooklyn,"American (New),
                    Seafood,
                    Cocktail Bars",11222,$11-30,4.5,Cherry Point,53,CHERRY POINT,BROOKLYN,MANHATTAN AVE,11222,American,3,5,17,5,13,6.92820323,1,0,0,0,0,0,2,2,,,,,
7183893222,Brooklyn,"Japanese,
                    Desserts,
                    Cafes",11222,Under $10,4.5,Ashbox,108,ASHBOX CAFE,BROOKLYN,MANHATTAN AVENUE,11222,Sandwiches,8,12,12,6,9.75,2.49284691,8,0,0,0,0,0,3,3,,,,,
7183888860,Brooklyn,"Mexican,
                    Tapas/Small Plates",11211,$31-60,4.5,Xixa,427,XIXA,BROOKLYN,SOUTH    4 STREET,11211,American,12,9,17,2,11.83333333,4.302923601,9,0,0,0,0,0,5,5,,,,,
7183887787,Brooklyn,Thai,11211,Under $10,4,Sri Thai Cafe,132,SRI THAI CAFE,BROOKLYN,GRAND STREET,11211,Thai,5,7,9,2,6.8,2.863564213,5,0,0,0,0,0,3,4,,,,,
7183884626,Brooklyn,"American (New),
                    Cocktail Bars,
                    Diners",11211,$11-30,4,The Regal,170,THE REGAL,BROOKLYN,HOPE STREET,11211,American,22,13,32,2,17.5,7.372729675,8,0,2,0,0,0,9,5,,,,,
7183880411,Brooklyn,"Mediterranean,
                    Moroccan,
                    French",11211,$11-30,4,Bar Omar,56,BAR OMAR,BROOKLYN,GRAND ST,11211,French,7,7,22,2,14.85714286,9.063269672,2,0,0,0,0,0,3,2,,,,,
7183880012,Brooklyn,"Tapas Bars,
                    Italian",11211,$11-30,4.5,The Saint Austere,295,THE SAINT AUSTERE,BROOKLYN,GRAND STREET,11211,American,13,11,19,11,13.92307692,3.593084526,9,0,0,0,0,0,5,5,,,,,
7183877400,Brooklyn,"Steakhouses,
                    Desserts,
                    Seafood",11211,Above $61,4,Peter Luger,3938,PETER LUGER STEAKHOUSE,BROOKLYN,BROADWAY,11211,Steak,20,10,24,9,15.25,5.811739481,11,0,0,0,0,0,6,5,,,,,
7183873434,Brooklyn,"Peruvian,
                    Bars",11211,$31-60,4,Llama Inn,209,LLAMA INN,BROOKLYN,WITHERS ST,11211,American,6,7,17,7,13.66666667,5.163977795,2,0,0,0,0,0,2,2,,,,,
7183864009,Brooklyn,"Pizza,
                    Wine Bars,
                    Breakfast & Brunch",11237,$11-30,4.5,Ops,31,OPS,BROOKLYN,HIMROD ST,11237,Pizza/Italian,2,8,8,8,8,0,2,0,0,0,0,0,1,1,,,,,
7183863399,Brooklyn,"Cinema,
                    Gastropubs,
                    Bars",11206,$11-30,4,Syndicated Bar Theater Kitchen,122,SYNDICATED,BROOKLYN,BOGART ST,11206,American,11,8,51,8,43.81818182,12.67137074,1,0,0,0,0,0,3,2,,,,,
7183861133,Brooklyn,"Comfort Food,
                    American (Traditional)",11206,$11-30,4,983-Bushwick’s Living Room,297,983 BUSHWICK LIVING ROOM,BROOKLYN,FLUSHING AVENUE,11206,American,36,9,29,9,19.25,7.342148382,12,4,0,0,0,0,11,7,,,,,
