PHONE,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score_Now,Average_Score,Inspection,Times_Graded,Administration,Facility_Design,Facility_Maintenance,Food_Protection,Food_Source,Food_Temperature,Miscellaneous,Nutrition,Other,Personal_Hygiene,Signage,Tabacco,Vermin_Garbage,Critical,,
2126332337,Carmine Street Beer,MANHATTAN,CARMINE ST,10014,"Bottled beverages, including water, sodas, juices, etc.",5,6.5,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,,
2126332590,GOTTINO,MANHATTAN,GREENWICH AVENUE,10011,Italian,12,13.95,9,6,0,1,9,3,1,3,0,0,0,2,0,1,1,9,,
2126334330,BEANS & GREENS,MANHATTAN,W 19TH ST,10011,Jewish/Kosher,10,36.4,2,2,0,0,3,1,0,2,0,0,0,3,0,0,1,6,,
2126338020,BEC,MANHATTAN,8TH AVE,10011,American,9,6,4,3,0,0,1,1,0,0,0,1,0,1,0,0,0,2,,
2126338900,HOA NOODLE AND TEA,MANHATTAN,6TH AVE,10014,Chinese,17,20.33333333,2,2,0,0,1,1,2,1,0,0,0,3,0,0,1,5,,
2126339096,TWO BOOTS TO GO WEST,MANHATTAN,W 11TH ST,10014,Pizza,7,7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,,
2126339555,ROCCOS,MANHATTAN,7TH AVE,10011,Pizza,13,17.06666667,5,4,0,0,8,3,0,3,1,0,0,1,0,0,0,7,,
2126340736,BASILE PIZZA,MANHATTAN,2ND AVE,10128,Pizza,55,41.8,2,1,0,2,2,1,0,1,0,0,0,3,0,0,1,7,,
2126341211,THE BLOND/THE LIBRARY,MANHATTAN,LAFAYETTE ST,10013,American,12,12,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,
2126343190,FORTY CARROTS,MANHATTAN,BROADWAY,10023,American,7,8.4,3,2,0,0,2,2,0,0,0,0,0,1,0,0,0,3,,
2126343467,COSI,MANHATTAN,PARK AVENUE SOUTH,10016,American,12,11.94736842,8,6,0,0,5,3,1,3,0,0,0,6,0,0,1,12,,
2126346115,GOTHAM CAFE (INSIDE HOLIDAY INN),MANHATTAN,WEST   57 STREET,10019,American,11,16.77777778,6,5,0,0,4,4,1,3,0,0,0,3,0,0,3,11,,
2126349100,PRINTERS ALLEY,MANHATTAN,W 40TH ST,10018,American,9,17.75,2,2,0,0,4,1,0,0,0,0,0,3,0,0,0,4,,
2126349114,BARNEY BROWN,MANHATTAN,AVENUE OF THE AMERICAS,10001,American,8,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,,
2126350345,CUCINA BENE PIZZERIA,MANHATTAN,EXCHANGE PLACE,10005,Pizza,12,14.03225806,11,7,0,1,9,8,2,2,1,0,0,6,0,0,3,17,,
2126352424,DA VINCI PIZZA,MANHATTAN,WATER STREET,10004,Pizza,13,15,5,5,0,0,4,2,0,3,0,0,0,2,0,0,0,7,,
2126358554,BANK OF NEW YORK EMPL DINING ROOM,MANHATTAN,LIBERTY ST,10281,American,11,11,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,,
2126362278,CHRISTIE'S,MANHATTAN,ROCKEFELLER PLAZA,10020,American,7,7.666666667,3,3,0,0,4,1,0,0,0,0,0,1,0,0,0,2,,
2126366067,FORDHAM UNIVERSITY - RAM CAFETERIA,MANHATTAN,WEST   60 STREET,10023,American,9,9.666666667,3,3,0,0,1,1,0,1,0,0,0,2,0,0,1,4,,
2126399111,IL RICCIO RESTAURANT,MANHATTAN,EAST   79 STREET,10075,Italian,9,12.54166667,9,6,0,0,5,5,3,3,1,0,0,4,0,1,4,12,,
2126399418,NEW BEIJING WOK,MANHATTAN,2 AVENUE,10021,Chinese,4,14.57142857,12,7,0,0,4,10,1,5,0,0,0,5,0,0,3,20,,
2126401629,AMERICAN EXPRESS,MANHATTAN,VESEY STREET,10285,American,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,
2126404416,EUREST DINING SERVICE (American Express),MANHATTAN,VESEY STREET,10285,American,4,33.275,10,7,0,1,10,16,0,4,0,0,0,3,0,0,6,24,,
2126410646,BROTHERS BAKERY CAFE,MANHATTAN,2ND AVE,10029,American,12,12.4,5,4,0,0,1,2,0,3,0,0,0,2,0,0,2,7,,
2126410654,HOUSEMAN RESTAURANT,MANHATTAN,GREENWICH ST,10013,American,13,9.142857143,3,3,0,0,4,1,0,0,0,0,0,2,0,0,0,3,,
2126422211,CELLAR BAR - THE BRYANT PARK HOTEL,MANHATTAN,WEST   40 STREET,10018,American,12,11.3,4,4,0,0,4,0,1,1,0,0,0,4,0,0,0,5,,
2126422539,HILTON TIMES SQUARE,MANHATTAN,WEST   42 STREET,10036,American,13,22.15,6,5,0,0,4,3,1,3,2,0,0,8,0,1,1,14,,
2126427292,RESTAURANT MARKETING ASSOCIATES,MANHATTAN,AVE AMERICAS,10036,American,11,11,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,,
2126430034,HOUNDSTOOTH PUB,MANHATTAN,8 AVENUE,10018,American,7,12.8,6,5,0,0,6,1,0,1,0,0,0,6,0,0,1,8,,
2126430770,ELEMENT HOTEL TIME SQUARE,MANHATTAN,W 39TH ST,10018,American,9,13.92307692,4,3,0,0,4,2,2,1,0,0,0,4,0,0,0,7,,
2126431270,LUCY'S CANTINA ROYALE,MANHATTAN,PENN PLAZA,10119,Mexican,11,15.83333333,9,6,0,2,7,7,0,5,1,0,0,1,0,0,2,15,,
2126431400,THE KEG ROOM,MANHATTAN,WEST   36 STREET,10018,Irish,3,10.63636364,6,5,0,0,4,1,0,3,0,0,0,3,0,0,0,7,,
2126431502,TEMPEST BAR,MANHATTAN,8 AVENUE,10001,Irish,13,12.15,7,6,0,0,4,8,0,0,0,0,0,1,0,0,7,9,,
2126431588,HOA CAFE,MANHATTAN,8TH AVE,10001,Asian,30,23.33333333,7,4,0,0,4,7,0,4,0,0,0,7,3,0,2,18,,
2126431688,TWINS PUB,MANHATTAN,9 AVENUE,10001,Irish,12,21.86666667,8,6,0,0,11,5,1,3,0,0,0,7,0,0,3,15,,
2126432000,MERCATO,MANHATTAN,WEST   39 STREET,10018,Italian,12,14.83333333,9,6,0,0,5,6,0,4,0,0,0,3,0,0,6,13,,
2126432603,K TOWN,MANHATTAN,WEST   32 STREET,10001,Korean,10,10.25,3,3,0,0,4,1,0,0,0,0,0,1,0,0,2,2,,
2126432926,CAFE DEL SOL,MANHATTAN,7 AVENUE,10018,Delicatessen,15,24.02941176,9,6,0,0,6,6,2,6,0,0,0,8,1,0,6,20,,
2126433431,DUNKIN DONUTS,MANHATTAN,8TH AVE & 31ST ST,10001,Donuts,12,9,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,,
2126436233,P.D. O'HURLEY'S,MANHATTAN,12 AVENUE,10036,American,9,35.38461538,12,7,1,4,11,8,1,8,1,1,0,6,2,0,1,26,,
2126436557,LOL STAND UP COMEDY,MANHATTAN,7TH AVE,10036,American,13,11.75,2,2,0,0,1,2,0,0,0,0,0,0,0,1,1,2,,
2122390173,DUNKIN' DONUTS,MANHATTAN,PENNSYLVANIA PLAZA,10001,Caf̩/Coffee/Tea,10,9.714285714,4,4,0,0,2,1,0,1,0,0,0,2,0,0,1,4,,
2126437555,RIKO,MANHATTAN,8TH AVE,10001,Peruvian,42,33.8,4,3,0,1,1,4,0,4,0,0,0,7,2,0,3,16,,
2126438488,DDM YUPDDUK,MANHATTAN,W 32ND ST,10001,Korean,12,22.86956522,9,6,0,0,4,8,1,2,0,0,0,4,0,0,4,14,,
2126438785,JUDY,MANHATTAN,5TH AVE,10018,Korean,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,
2126439232,GOLDEN CITY CHINESE RESTAURANT,MANHATTAN,9 AVENUE,10001,Chinese,13,21.475,13,7,0,0,4,13,0,10,0,0,0,5,0,1,8,28,,
2126439933,LITTLE ITALY PIZZA,MANHATTAN,7 AVENUE,10001,Pizza,9,15.05882353,8,6,0,0,7,3,0,3,2,0,0,1,0,0,3,7,,
2126439933,LITTLE ITALY PIZZA,MANHATTAN,WEST   32 STREET,10001,Pizza/Italian,9,14.96153846,10,7,0,2,10,5,1,1,2,0,0,6,0,0,1,14,,
2126440202,LE CIRQUE,MANHATTAN,EAST   58 STREET,10022,French,10,6.25,3,3,0,0,2,0,0,0,0,0,0,2,0,0,0,2,,
2123085717,STARBUCKS,MANHATTAN,LEXINGTON AVENUE,10022,Caf̩/Coffee/Tea,6,13.11111111,5,5,0,1,3,2,0,1,0,0,0,1,0,0,1,5,,
2126441090,SMILER'S DELI,MANHATTAN,MADISON AVENUE,10022,Delicatessen,11,21,15,7,0,0,6,14,3,6,0,1,0,4,2,0,7,24,,
2126441300,MANHATTAN COURTYARD,MANHATTAN,3 AVENUE,10022,American,5,19.83333333,6,5,1,1,7,2,1,3,0,0,0,4,0,0,0,10,,
2126441611,MIDTOWN RESTAURANT,MANHATTAN,EAST   55 STREET,10022,American,22,25.33333333,11,6,0,0,9,8,1,7,1,0,0,11,2,0,3,26,,
2126442700,THE SMITH,MANHATTAN,2 AVENUE,10022,American,12,11.28571429,6,6,0,0,4,2,1,3,0,0,0,3,0,0,1,8,,
2126444385,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,3RD AVE,10022,Donuts,2,15.33333333,6,6,0,0,4,6,0,0,0,0,0,1,0,0,4,7,,
2126444913,THE JUICE SHOP,MANHATTAN,3RD AVE,10022,"Juice, Smoothies, Fruit Salads",11,17.29411765,6,4,0,0,2,7,0,1,1,0,0,2,1,1,4,10,,
2126445353,LTK LITTLE THAI KITCHEN,MANHATTAN,EAST   53 STREET,10022,Thai,13,21.46153846,9,6,0,0,9,5,0,5,0,1,0,3,0,0,4,13,,
2126445616,SHERWOOD TO GO,MANHATTAN,3 AVENUE,10022,American,13,14.11538462,11,6,0,0,5,8,1,2,1,0,0,9,2,0,1,19,,
2122231177,DUNKIN' DONUTS,MANHATTAN,LEXINGTON AVENUE,10022,Donuts,9,13.64705882,7,6,0,0,5,5,1,0,1,0,0,2,1,0,4,7,,
2126448330,AMMA,MANHATTAN,EAST   51 STREET,10022,Indian,8,12.52380952,9,6,0,0,6,5,0,3,0,0,0,4,0,3,3,12,,
2126448400,BEST PIZZA ON 1ST.,MANHATTAN,1 AVENUE,10022,Pizza,13,16.125,10,6,0,0,4,3,0,6,0,1,0,9,0,0,2,18,,
2126448780,TOASTIES CAFE,MANHATTAN,LEXINGTON AVENUE,10022,Delicatessen,27,23.125,10,7,0,2,6,6,2,9,1,0,0,3,1,0,4,20,,
2126448989,NOODLE DEN,MANHATTAN,PARK AVENUE SOUTH,10016,Thai,9,14.07407407,10,6,0,0,7,9,1,3,0,0,0,3,0,0,4,15,,
2126449144,MANGIA,MANHATTAN,MADISON AVE,10017,American,39,25.84615385,6,4,0,0,5,5,1,8,1,0,0,4,0,0,2,17,,
2126449394,UPPER STORY BY CHARLIE PALMER,MANHATTAN,3RD AVE,10022,American,4,8.666666667,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,
2122702624,STARBUCKS,MANHATTAN,MADISON AVENUE,10017,Caf̩/Coffee/Tea,12,7,4,4,0,0,5,1,0,0,0,0,0,1,0,0,0,2,,
2126450193,EL TORO BLANCO,MANHATTAN,DOWNING STREET,10014,Mexican,10,11.21428571,9,6,0,0,2,4,0,5,0,1,0,2,0,1,1,11,,
2126450215,BLACK DOOR,MANHATTAN,WEST   26 STREET,10001,American,11,13.57894737,6,5,0,0,3,9,0,0,0,0,0,3,0,0,4,12,,
2126450222,GRAND SICHUAN,MANHATTAN,7 AVENUE SOUTH,10014,Chinese,24,30.16666667,11,7,0,2,9,14,3,9,0,0,0,11,1,1,6,37,,
2126450825,REBEL COFFEE,MANHATTAN,8TH AVE,10014,Caf̩/Coffee/Tea,12,13.14285714,3,3,0,0,2,3,0,0,0,1,0,1,0,0,1,4,,
2126451456,GHANDI CAFE,MANHATTAN,BLEECKER STREET,10014,Indian,7,10,6,5,0,0,2,4,1,1,0,0,0,1,0,0,3,6,,
2126452100,EL TEMERARIO,MANHATTAN,8TH AVE,10011,Mexican,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
2126452189,PO RESTAURANT,MANHATTAN,CORNELIA STREET,10014,Italian,13,11.94444444,6,5,0,0,5,4,1,2,0,0,0,3,2,0,3,9,,
2126452993,TRATTORIA PESCHE PASTA,MANHATTAN,BLEECKER ST BSMT &1/FL,10014,Italian,9,28.88888889,5,4,0,0,3,3,1,4,0,0,0,6,0,1,1,13,,
2126453468,ARTIFAKT BAR,MANHATTAN,WATTS STREET,10013,American,7,7,4,2,0,0,3,2,0,0,0,0,0,0,2,2,0,2,,
2126453990,The Heritage Hotel,MANHATTAN,WEST   25 STREET,10010,American,2,17.63636364,5,5,0,0,2,3,3,2,0,0,0,0,0,0,1,5,,
2126454100,THE STANDARD GRILL AND BIERGARTEN,MANHATTAN,WASHINGTON STREET,10014,American,10,18.47619048,10,6,0,0,4,6,1,4,4,0,0,3,0,1,3,13,,
2126454646,"BOOM BOOM ROOM, LE BAIN, THE STANDARD",MANHATTAN,WASHINGTON STREET,10014,American,13,15.30769231,8,6,0,1,3,2,1,2,0,1,0,4,0,7,0,10,,
2126455170,NATTUTE,MANHATTAN,WEST 21 STREET,10010,Vegetarian,2,11.33333333,5,5,0,0,6,1,0,0,0,0,0,2,0,0,0,3,,
2126455369,REVEL ITM GARDEN,MANHATTAN,LITTLE WEST   12 STREET,10014,Italian,12,19.03846154,7,5,0,0,8,7,0,3,1,0,0,5,0,2,3,15,,
2126455659,TRESTLE ON TENTH/ROCKET PIG,MANHATTAN,10 AVENUE,10001,American,12,15.85714286,6,5,0,1,3,3,0,2,0,0,0,5,0,0,0,11,,
2126455684,PIERRE LOTI CAFE & WINE BAR,MANHATTAN,WEST 15 STREET,10011,Turkish,4,20.33333333,8,6,0,0,7,2,1,5,0,1,0,6,0,1,3,13,,
2126456224,FRANCISCO'S CENTRO VASCO,MANHATTAN,WEST   23 STREET,10011,Spanish,8,11.81818182,7,6,0,0,8,3,4,0,0,0,0,5,0,0,2,8,,
2122684197,CHIPOTLE MEXICAN GRILL,MANHATTAN,7 AVENUE,10001,Tex-Mex,10,14.875,6,4,0,0,3,5,0,2,1,0,0,2,0,0,4,9,,
2126456888,CHINESE FAST WOK,MANHATTAN,7 AVENUE,10011,Chinese,7,19.90322581,12,7,0,0,8,4,0,10,0,1,0,7,0,1,2,21,,
2126457228,SANPANINO,MANHATTAN,HUDSON STREET,10014,Italian,10,10.16666667,3,3,0,1,2,1,0,1,0,0,0,0,0,0,1,3,,
2126457777,VALBELLA MIDTOWN,MANHATTAN,MADISON AVENUE,10022,American,12,19.16129032,21,12,0,0,13,17,2,11,0,1,0,16,3,0,11,44,,
2126457777,VALBELLA N.Y.,MANHATTAN,WEST   13 STREET,10014,Italian,12,20.12820513,21,12,0,0,13,17,2,11,0,1,0,16,3,0,11,44,,
2126457900,MAISON KAYSER,MANHATTAN,BLEECKER ST,10014,French,12,9.5,2,2,0,0,1,0,0,1,0,0,0,2,0,0,0,3,,
2126458613,BARRACUDA BAR,MANHATTAN,WEST   22 STREET,10011,American,9,18.4,8,6,0,1,4,6,0,0,0,0,0,4,0,2,5,11,,
2126458645,"TACO BELL, PIZZA HUT EXPRESS",MANHATTAN,EAST   14 STREET,10003,Pizza,11,9.285714286,3,3,0,0,4,0,0,0,0,0,0,3,0,0,0,3,,
2126458660,AUTOMATIC SLIMS,MANHATTAN,WASHINGTON STREET,10014,American,13,20.10344828,8,5,0,0,7,8,1,0,0,0,0,8,0,1,5,16,,
2125299660,MCDONALD'S,MANHATTAN,UNION SQUARE WEST,10003,Hamburgers,10,14.14285714,9,7,0,0,5,4,0,4,0,0,0,6,0,0,2,14,,
2126459758,THE OTHEROOM,MANHATTAN,PERRY STREET,10014,American,6,8.666666667,4,5,0,0,4,2,0,0,0,0,0,2,0,2,1,4,,
2126465668,THE RUSTY KNOT,MANHATTAN,WEST   11 STREET,10014,American,7,9.5,3,3,0,1,2,1,0,0,0,0,0,1,0,0,1,3,,
2126470287,MANGIA,MANHATTAN,WEST   23 STREET,10010,Italian,14,23.33333333,14,7,0,1,6,6,1,12,0,0,0,8,1,0,5,27,,
2126470943,GROUNDED,MANHATTAN,JANE STREET,10014,Caf̩/Coffee/Tea,5,18.67647059,12,8,0,1,8,5,3,5,1,0,0,8,0,0,3,19,,
2126471001,SOTTO 13,MANHATTAN,WEST   13 STREET,10011,Italian,12,17.23809524,7,5,0,1,5,4,1,2,0,0,0,7,0,2,1,14,,
2126471111,GELATO GIUSTO,MANHATTAN,9TH AVE,10011,"Ice Cream, Gelato, Yogurt, Ices",9,8.875,3,3,0,0,5,1,1,0,0,0,0,1,0,0,0,2,,
2126471515,TOCQUEVILLE RESTAURANT,MANHATTAN,EAST   15 STREET,10003,French,13,18,6,5,0,0,4,3,1,1,0,1,0,4,0,1,0,8,,
2126471818,ROSEMARY'S,MANHATTAN,GREENWICH AVENUE,10011,Italian,10,21.90625,9,7,0,0,8,6,0,7,1,0,0,6,0,0,5,19,,
2126476565,BLOOMBERG QUEENS METRO PANTRY,QUEENS,METROPOLITAN AVE,11379,American,7,5,3,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,,
2126478777,THE BEST $1.00 PIZZA,MANHATTAN,WEST   23 STREET,10011,Pizza,12,17.38888889,7,6,0,2,5,4,0,3,0,0,0,2,0,0,2,11,,
2126478810,TERRI,MANHATTAN,WEST   23 STREET,10010,Vegetarian,12,14.3125,5,5,0,0,4,2,4,3,1,0,0,2,0,0,1,7,,
2126478889,NUM PANG SANDWICH SHOP,MANHATTAN,BROADWAY,10010,Sandwiches,13,13.7,12,7,0,0,9,5,2,4,2,0,0,7,0,0,3,16,,
2126479196,EN JAPANESE BRASSERIE,MANHATTAN,HUDSON STREET,10014,Japanese,11,14.30769231,5,5,0,0,5,2,0,3,2,0,0,3,0,0,0,8,,
2126479915,15 EAST RESTAURANT,MANHATTAN,EAST   15 STREET,10003,Japanese,12,9.272727273,7,5,0,0,3,3,0,3,0,0,0,2,0,1,0,8,,
2126479956,BILLY'S BAKERY,MANHATTAN,9 AVENUE,10011,Bakery,9,12.25,5,5,0,0,4,2,0,1,1,0,0,3,0,0,2,6,,
2126479958,BILLY'S BAKERY,MANHATTAN,FRANKLIN STREET,10013,Bakery,12,16.26315789,7,6,0,1,5,4,0,0,0,0,0,6,0,0,3,11,,
2126492542,HEARST CORPORATION EDR,MANHATTAN,WEST   57 STREET,10019,American,2,4.5,3,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,,
2126492724,HEARST GOOD HOUSEKEEPING INSTITUTE,MANHATTAN,WEST   57 STREET,10019,American,5,4.4,3,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,,
2126492729,CAFE 57,MANHATTAN,WEST   57 STREET,10019,American,11,10.16666667,3,3,0,0,3,0,1,1,0,0,0,1,0,0,0,2,,
2126494664,FUEL GRILL AND JUICE BAR,MANHATTAN,9TH AVE,10036,American,19,16,2,2,0,0,0,2,0,1,0,0,0,0,0,0,1,3,,
2126494675,KIABACCA PIZZA AND BEER,MANHATTAN,10TH AVE,10036,American,9,9.25,4,4,0,0,3,3,0,0,0,0,0,2,0,0,0,5,,
2125709700,SUBWAY,MANHATTAN,YORK AVENUE,10028,Sandwiches,8,8.333333333,3,3,0,0,2,1,0,0,0,0,0,1,0,0,1,2,,
2126500189,CHINA TASTE,MANHATTAN,2ND AVE,10028,Chinese,7,10,2,2,0,0,1,0,0,1,0,0,0,2,0,0,0,3,,
2126500561,THE STUMBLE INN,MANHATTAN,2 AVENUE,10021,American,5,20.26315789,6,5,0,0,8,2,0,3,0,0,0,4,0,0,2,9,,
2126500850,BEYOGLU,MANHATTAN,EAST   81 STREET,10028,Mediterranean,33,20.41176471,6,4,0,0,5,3,0,3,0,0,0,4,0,1,2,10,,
2126501341,BAILEY'S CORNER PUB,MANHATTAN,YORK AVENUE,10028,Irish,12,8.666666667,3,3,0,0,2,1,0,0,0,0,0,2,0,0,1,3,,
2126502907,METROPOLITAN MUSEUM EMPLOYEE CAFETERIA,MANHATTAN,5 AVENUE,10028,American,3,15.27272727,5,5,0,0,2,3,0,1,0,0,0,2,0,0,3,6,,
2126506771,ACADEMIA COFFEE,MANHATTAN,CONVENT AVENUE,10031,Caf̩/Coffee/Tea,9,7.285714286,25,19,0,0,16,6,1,9,1,0,0,8,1,0,4,24,,
2126506771,BAREPLANET CAFE,MANHATTAN,138 ST & AMSTERDAM AVE,10031,American,9,9.6,25,19,0,0,16,6,1,9,1,0,0,8,1,0,4,24,,
2126506771,CITY COLLEGE CAFETERIA,MANHATTAN,ST CONVENT AVE,10031,American,9,17.22222222,25,19,0,0,16,6,1,9,1,0,0,8,1,0,4,24,,
2126506771,CITY COLLEGE MARSHAK CAFE,MANHATTAN,CONVENT AVENUE,10031,American,9,7.75,25,19,0,0,16,6,1,9,1,0,0,8,1,0,4,24,,
2126506771,METROPOLITAN FOOD SERVICE,MANHATTAN,138 ST & AMSTERDAM AVE,10031,American,9,9.714285714,25,19,0,0,16,6,1,9,1,0,0,8,1,0,4,24,,
2126509880,VIA QUADRONNO,MANHATTAN,EAST   73 STREET,10021,Italian,7,10.2,5,5,0,0,4,1,0,1,0,0,0,3,0,0,1,5,,
2126513308,NYLO NYC,MANHATTAN,BROADWAY,10024,American,10,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,
2126513319,LOCL BAR,MANHATTAN,BROADWAY,10024,American,7,13.375,3,3,0,0,3,3,1,0,0,0,0,1,0,1,0,4,,
2126513800,MARTA,MANHATTAN,E 29TH ST,10016,Italian,13,17.83333333,6,5,1,2,6,2,1,2,0,0,0,4,1,0,1,10,,
2126523600,MAISON KAYSER,MANHATTAN,BROADWAY,10003,Bakery,10,16,3,2,0,0,3,2,0,0,0,0,0,1,0,0,1,3,,
2126552300,MICHAEL JORDAN'S STEAK HOUSE (GRAND CENTRAL STATION),MANHATTAN,VANDERBILT AVENUE,10017,Steak,9,20.33333333,5,5,0,0,4,5,0,1,0,0,0,3,0,0,2,9,,
2126564181,NEW YORK STOCK EXCHANGE,MANHATTAN,WALL STREET,10005,American,8,8.5,4,4,0,0,4,1,0,0,0,0,0,3,0,0,0,4,,
2126570713,CHELSEA STATION,MANHATTAN,8TH AVE,10001,Italian,16,16.66666667,2,2,0,0,2,2,0,1,0,0,0,1,0,0,0,4,,
2126580077,PRIMARY,MANHATTAN,BROADWAY,10004,Caf̩/Coffee/Tea,10,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,
2126580182,VIRGINIA'S,MANHATTAN,E 11TH ST,10009,American,15,12.16666667,4,3,0,0,3,4,0,1,0,0,0,1,0,0,3,6,,
2126580226,SERAFINA,MANHATTAN,AMSTERDAM AVE,10027,Italian,13,20.85714286,5,4,0,0,2,5,0,2,0,1,0,3,1,0,2,10,,
2126581588,VIVI BUBBLE TEA,MANHATTAN,W 8TH ST,10011,Chinese,12,22.42105263,6,5,0,0,6,7,0,1,0,2,0,3,0,0,2,11,,
2126600312,METROGRAPH,MANHATTAN,LUDLOW ST,10002,American,10,16.14285714,3,2,0,0,1,2,0,0,0,0,0,4,0,1,0,6,,
2126607150,SIDE PARK CAFE,MANHATTAN,5TH AVE,10029,American,12,12,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,
2126610101,DEVON & BLAKELY,MANHATTAN,PARK AVENUE,10003,American,2,7.333333333,4,4,0,0,3,0,0,0,0,0,0,3,0,0,0,3,,
2126610150,DELMONICO GOURMET,MANHATTAN,LEXINGTON AVENUE,10017,American,20,26,10,6,0,1,6,3,2,10,2,0,0,9,0,0,1,23,,
2125991100,DUNKIN' DONUTS,MANHATTAN,THIRD AVE,10017,Donuts,11,7.333333333,4,4,0,0,2,1,0,0,0,0,0,1,0,0,2,2,,
2126611080,ZUCKER'S BAGEL,MANHATTAN,LEXINGTON AVENUE,10017,Delicatessen,10,13.56521739,9,6,0,0,5,7,1,2,0,0,0,4,0,0,4,13,,
2126611110,FOOD WORLD,MANHATTAN,EAST   46 STREET,10017,American,11,25.27272727,9,6,0,0,8,5,3,12,0,0,0,3,0,0,2,20,,
2126611300,JUICE GENERATION,MANHATTAN,E 42ND ST,10168,American,10,6.833333333,4,4,0,0,1,0,0,1,0,0,0,3,0,0,0,4,,
2126611722,GREGORYS COFFEE,MANHATTAN,E 46TH ST,10017,Caf̩/Coffee/Tea,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2126611919,ABITINO'S PIZZA,MANHATTAN,2 AVENUE,10016,Pizza,31,19.55555556,6,4,0,0,5,2,0,7,0,0,0,3,0,0,1,12,,
2126612198,CAFE GRUMPY,MANHATTAN,LEXINGTON AVE,10017,Caf̩/Coffee/Tea,3,9.857142857,3,3,0,0,4,1,0,0,0,0,0,1,0,0,1,2,,
2126613330,BISTRO MARKETPLACE,MANHATTAN,PARK AVENUE,10017,Delicatessen,12,26.5106383,12,7,0,0,10,9,0,14,2,0,0,10,1,0,4,33,,
2126614059,CHIRPING CHICKEN,MANHATTAN,GRAND CENTRAL TERMINAL,10017,Chicken,7,16.33333333,4,3,0,0,5,1,0,4,0,1,0,1,0,0,1,6,,
2126614280,HOP WON EXPRESS,MANHATTAN,E 45TH ST,10017,Chinese,12,27.64705882,9,5,0,1,6,6,0,11,0,0,0,7,0,0,3,25,,
2126614810,DAVIO'S NORTHERN ITALIAN STEAKHOUSE,MANHATTAN,LEXINGTON AVENUE,10017,Italian,10,18.36842105,5,4,0,0,6,7,0,0,0,0,0,1,0,0,5,8,,
2124814690,STARBUCKS,MANHATTAN,PARK AVENUE,10016,Caf̩/Coffee/Tea,3,8.714285714,5,5,0,0,5,0,0,2,0,1,0,0,0,0,0,2,,
2126616221,99 CENTS FRESH PIZZA,MANHATTAN,LEXINGTON AVE,10017,Pizza,11,11,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,
2126616640,ICE BITES - WINTER VILLAGE,MANHATTAN,W 42ND ST,10036,Hotdogs/Pretzels,12,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,
2126617890,BLACKWELLS,MANHATTAN,E 47TH ST,10017,American,11,16.42857143,7,5,0,1,8,3,1,3,1,1,0,4,0,0,1,11,,
2126618580,JOE: THE ART OF COFFEE,MANHATTAN,GRAND CENTRAL TERMINAL,10017,Caf̩/Coffee/Tea,7,21,6,5,0,1,5,2,0,0,0,0,0,3,0,0,2,6,,
2126619288,HIROSHI JAPANESE RESTAURANT,MANHATTAN,3 AVENUE,10016,Japanese,7,13.57142857,10,6,0,0,3,9,1,0,0,2,0,3,1,0,5,13,,
2126619600,MAD 46,MANHATTAN,E 45TH ST,10017,American,9,7.5,2,3,0,0,2,0,1,0,0,0,0,1,0,1,0,1,,
2126620090,FLORIDITA RESTAURANT,MANHATTAN,12 AVENUE,10027,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,18.68421053,6,5,0,0,5,5,0,3,0,0,0,4,0,0,2,12,,
2126620231,BROADWAY BAGEL,MANHATTAN,BROADWAY,10025,Bagels/Pretzels,7,14.95833333,8,6,0,0,9,4,0,2,0,0,0,6,0,0,3,12,,
2126620620,ZOMA,MANHATTAN,FREDRICK DOUGLAS BOULEVARD,10026,Ethiopian,13,15.4,7,5,0,0,8,4,0,3,0,0,0,3,0,0,2,10,,
2126621144,TOAST,MANHATTAN,BROADWAY,10027,American,11,14.23809524,8,6,0,0,6,2,1,4,0,0,0,8,0,0,0,14,,
